,Nivel,Cod,EnteFederativo,2018,2019,2020,2021
3229,"""MU""","""3301850""","""Guapimirim (RJ)""","""983893""","""1061591""","""1174793""","""1364014"""
3230,"""MU""","""3301876""","""Iguaba Grande (RJ)""","""489370""","""537136""","""565912""","""631409"""
3231,"""MU""","""3301900""","""Itaboraí (RJ)""","""4486979""","""4933377""","""5422086""","""5640738"""
3232,"""MU""","""3302007""","""Itaguaí (RJ)""","""8061179""","""7950438""","""8839470""","""10502749"""
3233,"""MU""","""3302056""","""Italva (RJ)""","""306436""","""331482""","""390584""","""418766"""
3234,"""MU""","""3302106""","""Itaocara (RJ)""","""542765""","""552491""","""632049""","""635896"""
3235,"""MU""","""3302205""","""Itaperuna (RJ)""","""2793922""","""3103972""","""3315705""","""3394972"""
3236,"""MU""","""3302254""","""Itatiaia (RJ)""","""4981040""","""4474511""","""4586151""","""6893431"""
3237,"""MU""","""3302270""","""Japeri (RJ)""","""1445448""","""1437700""","""1460760""","""1530205"""
3238,"""MU""","""3302304""","""Laje do Muriaé (RJ)""","""137864""","""151483""","""166433""","""184165"""
3239,"""MU""","""3302403""","""Macaé (RJ)""","""15435162""","""15102699""","""15357697""","""17747016"""
3240,"""MU""","""3302452""","""Macuco (RJ)""","""153568""","""169810""","""198807""","""214875"""
3241,"""MU""","""3302502""","""Magé (RJ)""","""3902085""","""4256201""","""4442847""","""4765844"""
3242,"""MU""","""3302601""","""Mangaratiba (RJ)""","""3596423""","""2473488""","""2643257""","""3211900"""
3243,"""MU""","""3302700""","""Maricá (RJ)""","""26982734""","""37524886""","""35618819""","""85814296"""
3244,"""MU""","""3302809""","""Mendes (RJ)""","""324100""","""350314""","""366145""","""357694"""
3245,"""MU""","""3302858""","""Mesquita (RJ)""","""2261961""","""2319747""","""2530494""","""2619229"""
3246,"""MU""","""3302908""","""Miguel Pereira (RJ)""","""589782""","""614767""","""595210""","""632510"""
3247,"""MU""","""3303005""","""Miracema (RJ)""","""529860""","""570590""","""635748""","""662192"""
3248,"""MU""","""3303104""","""Natividade (RJ)""","""280723""","""297785""","""322586""","""324266"""
3249,"""MU""","""3303203""","""Nilópolis (RJ)""","""2803408""","""2911667""","""2985431""","""3059486"""
3250,"""MU""","""3303302""","""Niterói (RJ)""","""40376961""","""46549869""","""40975718""","""66345730"""
3251,"""MU""","""3303401""","""Nova Friburgo (RJ)""","""5243798""","""5359697""","""5683088""","""6324935"""
3252,"""MU""","""3303500""","""Nova Iguaçu (RJ)""","""16869469""","""17423436""","""17210824""","""17794593"""
3253,"""MU""","""3303609""","""Paracambi (RJ)""","""976701""","""986925""","""1001272""","""1162885"""
3254,"""MU""","""3303708""","""Paraíba do Sul (RJ)""","""996588""","""1005739""","""1302214""","""1253032"""
3255,"""MU""","""3303807""","""Paraty (RJ)""","""2619607""","""2760234""","""1719490""","""1955303"""
3256,"""MU""","""3303856""","""Paty do Alferes (RJ)""","""545971""","""557462""","""639645""","""684863"""
3257,"""MU""","""3303906""","""Petrópolis (RJ)""","""12761259""","""13662993""","""15388292""","""15665448"""
3258,"""MU""","""3303955""","""Pinheiral (RJ)""","""526633""","""716240""","""777071""","""1452647"""
3259,"""MU""","""3304003""","""Piraí (RJ)""","""1886912""","""2231565""","""2612517""","""2449990"""
3260,"""MU""","""3304102""","""Porciúncula (RJ)""","""350147""","""348627""","""417428""","""415950"""
3261,"""MU""","""3304110""","""Porto Real (RJ)""","""2894247""","""2424736""","""2433344""","""4245742"""
3262,"""MU""","""3304128""","""Quatis (RJ)""","""265051""","""277991""","""314017""","""305015"""
3263,"""MU""","""3304144""","""Queimados (RJ)""","""3627917""","""3877125""","""3851232""","""4361718"""
3264,"""MU""","""3304151""","""Quissamã (RJ)""","""2471196""","""3822545""","""3047661""","""5996913"""
3265,"""MU""","""3304201""","""Resende (RJ)""","""8471496""","""8565370""","""8123187""","""10754410"""
3266,"""MU""","""3304300""","""Rio Bonito (RJ)""","""1663589""","""1555794""","""1730819""","""1831415"""
3267,"""MU""","""3304409""","""Rio Claro (RJ)""","""401562""","""390420""","""469707""","""435971"""
3268,"""MU""","""3304508""","""Rio das Flores (RJ)""","""205351""","""218301""","""275517""","""294391"""
3269,"""MU""","""3304524""","""Rio das Ostras (RJ)""","""8591344""","""7745325""","""6342613""","""8949070"""
3270,"""MU""","""3304557""","""Rio de Janeiro (RJ)""","""363403233""","""354932611""","""331471515""","""359634753"""
3271,"""MU""","""3304607""","""Santa Maria Madalena (RJ)""","""181395""","""189002""","""212259""","""234582"""
3272,"""MU""","""3304706""","""Santo Antônio de Pádua (RJ)""","""1112973""","""1158143""","""1195427""","""1284644"""
3273,"""MU""","""3304755""","""São Francisco de Itabapoana (RJ)""","""1023335""","""1013581""","""1245619""","""1184531"""
3274,"""MU""","""3304805""","""São Fidélis (RJ)""","""695121""","""751081""","""800639""","""845192"""
3275,"""MU""","""3304904""","""São Gonçalo (RJ)""","""18554621""","""18368097""","""19009507""","""20324883"""
3276,"""MU""","""3305000""","""São João da Barra (RJ)""","""7204709""","""7968880""","""6463427""","""9886875"""
3277,"""MU""","""3305109""","""São João de Meriti (RJ)""","""9319208""","""9746519""","""9112402""","""8963782"""
3278,"""MU""","""3305133""","""São José de Ubá (RJ)""","""204869""","""179374""","""169063""","""196862"""
3279,"""MU""","""3305158""","""São José do Vale do Rio Preto (RJ)""","""532224""","""544438""","""700757""","""738568"""
3280,"""MU""","""3305208""","""São Pedro da Aldeia (RJ)""","""2289650""","""2437962""","""2592106""","""2743661"""
3281,"""MU""","""3305307""","""São Sebastião do Alto (RJ)""","""203376""","""203161""","""230672""","""241289"""
3282,"""MU""","""3305406""","""Sapucaia (RJ)""","""746394""","""753960""","""836397""","""1000575"""
3283,"""MU""","""3305505""","""Saquarema (RJ)""","""3104960""","""10711481""","""15156219""","""42178208"""
3284,"""MU""","""3305554""","""Seropédica (RJ)""","""4486969""","""4159296""","""4629949""","""4777037"""
3285,"""MU""","""3305604""","""Silva Jardim (RJ)""","""465723""","""494821""","""559702""","""602644"""
3286,"""MU""","""3305703""","""Sumidouro (RJ)""","""448029""","""440265""","""611065""","""600127"""
3287,"""MU""","""3305752""","""Tanguá (RJ)""","""550442""","""579270""","""621334""","""694549"""
3288,"""MU""","""3305802""","""Teresópolis (RJ)""","""5165476""","""5229226""","""5757344""","""5923947"""
3289,"""MU""","""3305901""","""Trajano de Moraes (RJ)""","""195808""","""206651""","""230684""","""242020"""
3290,"""MU""","""3306008""","""Três Rios (RJ)""","""3988535""","""4365979""","""5399663""","""6348173"""
3291,"""MU""","""3306107""","""Valença (RJ)""","""2576172""","""2051662""","""2245815""","""3122612"""
3292,"""MU""","""3306156""","""Varre-Sai (RJ)""","""187063""","""203016""","""250289""","""264154"""
3293,"""MU""","""3306206""","""Vassouras (RJ)""","""983905""","""1090969""","""1280257""","""1321272"""
3294,"""MU""","""3306305""","""Volta Redonda (RJ)""","""13407989""","""11017493""","""11636497""","""19671281"""
3295,"""MU""","""3500105""","""Adamantina (SP)""","""1070910""","""1191134""","""1243768""","""1370866"""
3296,"""MU""","""3500204""","""Adolfo (SP)""","""92203""","""112493""","""136758""","""115490"""
3297,"""MU""","""3500303""","""Aguaí (SP)""","""972613""","""1046725""","""1143458""","""1314737"""
3298,"""MU""","""3500402""","""Águas da Prata (SP)""","""166764""","""172428""","""186999""","""209004"""
3299,"""MU""","""3500501""","""Águas de Lindóia (SP)""","""490463""","""530696""","""492385""","""585604"""
3300,"""MU""","""3500550""","""Águas de Santa Bárbara (SP)""","""166832""","""174587""","""200451""","""217296"""
3301,"""MU""","""3500600""","""Águas de São Pedro (SP)""","""135911""","""146025""","""136433""","""147855"""
3302,"""MU""","""3500709""","""Agudos (SP)""","""2202017""","""2146823""","""2308691""","""2638623"""
3303,"""MU""","""3500758""","""Alambari (SP)""","""98483""","""105393""","""121302""","""129390"""
3304,"""MU""","""3500808""","""Alfredo Marcondes (SP)""","""83078""","""87021""","""111138""","""120355"""
3305,"""MU""","""3500907""","""Altair (SP)""","""106769""","""90689""","""111753""","""112274"""
3306,"""MU""","""3501004""","""Altinópolis (SP)""","""497041""","""536419""","""654362""","""833396"""
3307,"""MU""","""3501103""","""Alto Alegre (SP)""","""106184""","""121525""","""116734""","""113585"""
3308,"""MU""","""3501152""","""Alumínio (SP)""","""2104874""","""2306521""","""2287257""","""3982313"""
3309,"""MU""","""3501202""","""Álvares Florence (SP)""","""119675""","""101240""","""112203""","""124351"""
3310,"""MU""","""3501301""","""Álvares Machado (SP)""","""530826""","""547949""","""618885""","""709876"""
3311,"""MU""","""3501400""","""Álvaro de Carvalho (SP)""","""49844""","""50648""","""53435""","""58586"""
3312,"""MU""","""3501509""","""Alvinlândia (SP)""","""51885""","""50661""","""57564""","""58405"""
3313,"""MU""","""3501608""","""Americana (SP)""","""11340521""","""11861436""","""11956361""","""15217280"""
3314,"""MU""","""3501707""","""Américo Brasiliense (SP)""","""832952""","""952230""","""1081155""","""1230444"""
3315,"""MU""","""3501806""","""Américo de Campos (SP)""","""117659""","""102165""","""109058""","""126802"""
3316,"""MU""","""3501905""","""Amparo (SP)""","""4635338""","""4238764""","""4591225""","""5152156"""
3317,"""MU""","""3502002""","""Analândia (SP)""","""182300""","""177620""","""198923""","""208314"""
3318,"""MU""","""3502101""","""Andradina (SP)""","""1887475""","""2308232""","""2632786""","""2845285"""
3319,"""MU""","""3502200""","""Angatuba (SP)""","""938453""","""1062935""","""1319743""","""1474152"""
3320,"""MU""","""3502309""","""Anhembi (SP)""","""179814""","""147839""","""155830""","""169558"""
3321,"""MU""","""3502408""","""Anhumas (SP)""","""72983""","""76301""","""82843""","""105621"""
3322,"""MU""","""3502507""","""Aparecida (SP)""","""1082492""","""1143490""","""974272""","""1041067"""
3323,"""MU""","""3502606""","""Aparecida d'Oeste (SP)""","""103616""","""124678""","""155265""","""151540"""
3324,"""MU""","""3502705""","""Apiaí (SP)""","""593338""","""615744""","""715303""","""897713"""
3325,"""MU""","""3502754""","""Araçariguama (SP)""","""3268408""","""3451347""","""3333379""","""4814504"""
3326,"""MU""","""3502804""","""Araçatuba (SP)""","""7346861""","""7880168""","""8207617""","""9017958"""
3327,"""MU""","""3502903""","""Araçoiaba da Serra (SP)""","""861183""","""853567""","""1021043""","""1205884"""
3328,"""MU""","""3503000""","""Aramina (SP)""","""139636""","""148140""","""155750""","""150277"""
3329,"""MU""","""3503109""","""Arandu (SP)""","""117582""","""139192""","""182397""","""194818"""
3330,"""MU""","""3503158""","""Arapeí (SP)""","""30663""","""33932""","""39782""","""45568"""
3331,"""MU""","""3503208""","""Araraquara (SP)""","""9413147""","""10030033""","""10653869""","""11953237"""
3332,"""MU""","""3503307""","""Araras (SP)""","""5560316""","""5936326""","""6418948""","""6942567"""
3333,"""MU""","""3503356""","""Arco-Íris (SP)""","""51858""","""43141""","""84018""","""62096"""
3334,"""MU""","""3503406""","""Arealva (SP)""","""206165""","""216242""","""244561""","""227083"""
3335,"""MU""","""3503505""","""Areias (SP)""","""43092""","""46256""","""56514""","""58113"""
3336,"""MU""","""3503604""","""Areiópolis (SP)""","""143061""","""141894""","""146373""","""163060"""
3337,"""MU""","""3503703""","""Ariranha (SP)""","""566622""","""877119""","""1007824""","""1136911"""
3338,"""MU""","""3503802""","""Artur Nogueira (SP)""","""1178215""","""1274147""","""1483276""","""1721737"""
3339,"""MU""","""3503901""","""Arujá (SP)""","""6152757""","""6489059""","""7774011""","""8293370"""
3340,"""MU""","""3503950""","""Aspásia (SP)""","""35190""","""33286""","""40104""","""39546"""
3341,"""MU""","""3504008""","""Assis (SP)""","""3360766""","""3543062""","""3776892""","""4082516"""
3342,"""MU""","""3504107""","""Atibaia (SP)""","""7139720""","""6930067""","""7374355""","""8361032"""
3343,"""MU""","""3504206""","""Auriflama (SP)""","""303052""","""311982""","""326165""","""358544"""
3344,"""MU""","""3504305""","""Avaí (SP)""","""271749""","""293244""","""394601""","""376094"""
3345,"""MU""","""3504404""","""Avanhandava (SP)""","""315620""","""417246""","""458955""","""199389"""
3346,"""MU""","""3504503""","""Avaré (SP)""","""2737028""","""2746956""","""2798702""","""3278922"""
3347,"""MU""","""3504602""","""Bady Bassitt (SP)""","""352955""","""389811""","""464718""","""551849"""
3348,"""MU""","""3504701""","""Balbinos (SP)""","""54951""","""54698""","""61939""","""65400"""
3349,"""MU""","""3504800""","""Bálsamo (SP)""","""202489""","""216529""","""246920""","""278642"""
3350,"""MU""","""3504909""","""Bananal (SP)""","""180695""","""186942""","""203995""","""216018"""
3351,"""MU""","""3505005""","""Barão de Antonina (SP)""","""53202""","""63056""","""68935""","""74956"""
3352,"""MU""","""3505104""","""Barbosa (SP)""","""100071""","""113911""","""119482""","""109125"""
3353,"""MU""","""3505203""","""Bariri (SP)""","""1150796""","""1222200""","""1362188""","""1623406"""
3354,"""MU""","""3505302""","""Barra Bonita (SP)""","""1089225""","""1287035""","""1359750""","""1515653"""
3355,"""MU""","""3505351""","""Barra do Chapéu (SP)""","""81174""","""116341""","""143890""","""133738"""
3356,"""MU""","""3505401""","""Barra do Turvo (SP)""","""91021""","""96888""","""109151""","""125821"""
3357,"""MU""","""3505500""","""Barretos (SP)""","""4857180""","""4837986""","""5013749""","""5903516"""
3358,"""MU""","""3505609""","""Barrinha (SP)""","""512935""","""502307""","""553900""","""624816"""
3359,"""MU""","""3505708""","""Barueri (SP)""","""50562704""","""52744931""","""51600338""","""58027667"""
3360,"""MU""","""3505807""","""Bastos (SP)""","""959487""","""1093736""","""978212""","""1067217"""
3361,"""MU""","""3505906""","""Batatais (SP)""","""1581338""","""1906258""","""2077090""","""2416803"""
3362,"""MU""","""3506003""","""Bauru (SP)""","""14639474""","""15335140""","""15129058""","""16721368"""
3363,"""MU""","""3506102""","""Bebedouro (SP)""","""3343965""","""3311922""","""3269355""","""4080485"""
3364,"""MU""","""3506201""","""Bento de Abreu (SP)""","""118390""","""157951""","""207555""","""210460"""
3365,"""MU""","""3506300""","""Bernardino de Campos (SP)""","""198187""","""293725""","""301537""","""377950"""
3366,"""MU""","""3506359""","""Bertioga (SP)""","""1692656""","""1830459""","""1902031""","""2067677"""
3367,"""MU""","""3506409""","""Bilac (SP)""","""192744""","""210176""","""268530""","""292577"""
3368,"""MU""","""3506508""","""Birigui (SP)""","""3329285""","""3460023""","""3671918""","""3947388"""
3369,"""MU""","""3506607""","""Biritiba Mirim (SP)""","""687563""","""758410""","""996878""","""971016"""
3370,"""MU""","""3506706""","""Boa Esperança do Sul (SP)""","""306756""","""331557""","""361999""","""380753"""
3371,"""MU""","""3506805""","""Bocaina (SP)""","""215906""","""229691""","""236483""","""281964"""
3372,"""MU""","""3506904""","""Bofete (SP)""","""187091""","""181507""","""210809""","""212434"""
3373,"""MU""","""3507001""","""Boituva (SP)""","""2378102""","""2854010""","""2971680""","""3393229"""
3374,"""MU""","""3507100""","""Bom Jesus dos Perdões (SP)""","""908350""","""956238""","""1129289""","""1463036"""
3375,"""MU""","""3507159""","""Bom Sucesso de Itararé (SP)""","""62343""","""59583""","""65836""","""63857"""
3376,"""MU""","""3507209""","""Borá (SP)""","""49205""","""51776""","""68107""","""74195"""
3377,"""MU""","""3507308""","""Boracéia (SP)""","""365386""","""397804""","""441392""","""519153"""
3378,"""MU""","""3507407""","""Borborema (SP)""","""369046""","""411771""","""470940""","""518182"""
